unit,name,kind,risk_or_virtue_consistency,risk_or_virtue_consistency_score,risk_virtue_predominance,risk_virtue_generality,risk_virtue_company_consistency,companies,distinct_documents
item,Protected Attributes Use,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Protected Class Bias,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Protected Class Stereotyping,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Protected-Class Hate,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Pseudoscience Critiques,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Psychological Manipulation,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,QA Bias Benchmarks,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Racing To AGI,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Racism Or Sexism,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Racist Roleplay,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Radiological And Nuclear Risks,risk,Inconsistent,0.2677,0.1544,0.4472,0.2014,2,2
item,Re-Identification,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Reasoning Capabilities,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Reasoning Change Inference,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reasoning Compression,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reasoning Errors,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reasoning Faithfulness,virtue,Inconsistent,0.2265,0.0919,0.2,0.3875,1,2
item,Reasoning Obfuscation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reasoning Retention,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Recitation,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Red Teaming Limits,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reduced Harmfulness,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Refusals,risk,Inconsistent,0.2448,0.2463,0.0965,0.3917,3,4
item,Refusal Compliance,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Refusal Tone,virtue,Inconsistent,0.2133,0.1691,0.1586,0.312,2,3
item,Regional Cultural Bias,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Regulated Advice Safe Completions,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reliable Monitoring,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Representational Harms,risk,Inconsistent,0.2509,0.1213,0.2,0.4314,1,4
item,Representational Bias,risk,Inconsistent,0.187,0.1838,0.1416,0.2357,2,4
item,Response Safety,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Response Diversity,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Response Style Guidelines,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Responsible AI Development,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Restricted CBRN Knowledge,risk,Inconsistent,0.2695,0.0919,0.2,0.5167,1,2
item,Restricted Content Categories,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Restricted Features,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Restricted Licensed Code,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Review AI Interactions,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Reward Exploitation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Reward Hacking,risk,Inconsistent,0.3974,0.5331,0.2411,0.4179,5,15
item,Reward Misspecification,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Rogue Actions,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Rogue Replication,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Romantic Roleplay With Minors,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Rubric Reliability,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sabotage,risk,Inconsistent,0.2808,0.2426,0.1927,0.4071,2,8
item,Safe Behavior,virtue,Inconsistent,0.2005,0.1544,0.1179,0.3292,2,2
item,Safe AGI Development,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Safe And Accurate,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Safe Completions,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Safe Development And Deployment,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Safe Exploration,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Safeguard Undermining,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Safety,virtue,Inconsistent,0.3323,0.3824,0.1452,0.4693,4,9
item,Safety Benchmarks,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Safety Benchmark Results,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Safety Compliance,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Safety Content Policies,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Safety Filters,risk,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
item,Safety Fine-Tuning,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Safety Mechanisms,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Safety Training Tests,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sandbagging,risk,Inconsistent,0.2483,0.2868,0.064,0.3941,2,11
item,Scalable Oversight,risk,Inconsistent,0.1438,0.1544,0.1491,0.1279,2,2
item,Scaled Account Creation,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Scheming,risk,Inconsistent,0.2468,0.2426,0.1212,0.3766,2,8
item,Security Risks,risk,Inconsistent,0.1992,0.0919,0.2,0.3057,1,2
item,Security Strengthening,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Selective Performance,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Self-Awareness,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Exfiltration Or Sabotage,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Harm,risk,Inconsistent,0.33,0.3787,0.1704,0.441,3,13
item,Self-Harm Encouragement,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Harm Imagery,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Harm Instructions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Harm Intent,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Harm Safe Completions,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Self-Improvement,risk,Inconsistent,0.1551,0.1066,0.2,0.1585,1,3
item,Self-Preference Bias,risk,Inconsistent,0.1271,0.1544,0.0506,0.1764,2,2
item,Self-Preservation,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Self-Proliferation,risk,Inconsistent,0.2251,0.1066,0.2,0.3686,1,3
item,Self-Replication,risk,Inconsistent,0.145,0.1544,0.0,0.2806,2,2
item,Self-Serving Bias,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Sensitive Content,risk,Inconsistent,0.1113,0.1544,0.0517,0.1279,2,2
item,Sensitive Attribute Inference,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sensitive Data Disclosure,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Sensitive Data Filtering,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Sensitive Information,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sensitive Information Release,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Sensitive Personal Data,risk,Inconsistent,0.388,0.2757,0.4924,0.396,3,6
item,Sensitive Personal Information,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sensitive Trait Attribution,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Serious Safety Problems,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Service Improvement Use,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Service Security Endangerment,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Severe Harm,risk,Inconsistent,0.1472,0.1544,0.1107,0.1764,2,2
item,Severe Misalignment,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sexual Content,risk,Inconsistent,0.2885,0.2574,0.1801,0.4281,2,9
item,Sexual Exploitation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sexual Minors,risk,Inconsistent,0.2226,0.1507,0.2,0.3171,1,6
item,Sexual Or Violent Roleplay,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Sexualization,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Sexually Explicit Content,risk,Inconsistent,0.3221,0.1838,0.4316,0.351,2,4
item,Sexually Explicit Jailbreaks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Shortcut Inference,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Shutdown Tampering,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Simple QA,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Situational Awareness,risk,Inconsistent,0.1345,0.1691,0.0552,0.1793,2,3
item,Social Engineering Automation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Societal Risks,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Societal Bias Harm,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Societal Catastrophic Risks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Societal Disruption,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Socio-Economic Risks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Software Vulnerabilities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Spam And Malware Links,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Spam Promotions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Speaker Identification,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Special Interest Manipulation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Specific Concerns,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Specification Gaming,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Speech Recognition Improvement,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Sponsored Discontent,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Spreading Misinformation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Stereotype Bias,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Stereotyped Selections,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Strategic Benchmark Gaming,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Strategic Deception,risk,Inconsistent,0.1801,0.1066,0.2,0.2335,1,3
item,Strategic Rare Behaviors,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Strategic Sandbagging,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Stylistic Control,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Subtle Harmful Actions,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Subtle Sabotage,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Suicidal Intent,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Suicide and Self-Harm,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Suicide Encouragement,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,SWE-Bench Verified,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Sycophancy,risk,Inconsistent,0.4026,0.4706,0.2011,0.5362,4,15
item,System Compromise,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,System Prompt Extraction,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,System Safeguards,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,System-Level Protections,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,System-Level Safeguard Testing,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Systematic Deception,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Tacit Knowledge,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Targeted Harassment,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Targeted Political Persuasion,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Task Completion Misrepresentation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Task Scams,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Teaching to the Test,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Teen Safety,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Terms-Violating Content,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Text Safety,risk,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
item,Think Less Attack,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Third-Party Terms Breaches,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Threat Actors,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Tone,risk,Inconsistent,0.2209,0.1213,0.2,0.3414,1,4
item,Tool Deception,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Toxic Content,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Toxic Comments,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Toxic Generations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Toxic Outputs,risk,Inconsistent,0.1616,0.2316,0.0845,0.1686,3,3
item,Toxicity,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Training Contamination,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Training Data Bias,risk,Inconsistent,0.1524,0.1544,0.175,0.1279,2,2
item,Training Data Contamination,risk,Inconsistent,0.1717,0.1691,0.1181,0.2278,2,3
item,Training Data Exfiltration,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Training Data Face Memorization,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Training Data Personal Information,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Training Data Regurgitation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Training Data Use,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Training on Customer Data,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Transcription Factor Binding Site Design,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Transformation Exceptions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Translation Improvement,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Transparency,virtue,Inconsistent,0.1335,0.1544,0.0447,0.2014,2,2
item,Transparency And Control,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Transparent Decision-Making,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Trolling and Fake Accounts,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Truthfulness,virtue,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,UI Security Failures,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Unauthorized Voice Generation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unbiased Behavior,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Unclear Risks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Undermining Human Relationships,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Undermining Oversight,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Underrepresented Languages,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unfair Bias,risk,Inconsistent,0.2809,0.1213,0.2,0.5214,1,4
item,Ungrounded Biased Content,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Ungrounded Inferences,risk,Inconsistent,0.1661,0.1544,0.2159,0.1279,2,2
item,Ungrounded Medical Advice,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Unhelpful Refusals,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Uninformed Participants,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unintended Code Behavior,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unintentional Harm,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Unintentional Failures,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Unintentional Failure Modes,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Universal Jailbreaks,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Unjustified Refusals,risk,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
item,Unknown Unknowns,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unqualified Advice,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Unsafe Content,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Unsafe Cyber Outputs,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unsafe Health Advice,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Unsafe Medical Advice,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Unsafe Or Violent Images,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Unscientific Medical Advice,risk,Inconsistent,0.2768,0.136,0.2,0.4943,1,5
item,Unsupported Languages,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Untrusted Data,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Unvetted Agentic AI,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Urgent Health Advice,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Urgent Health Consensus,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,User Alignment,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,User Confirmations,virtue,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,User Content Training,risk,Inconsistent,0.2827,0.1544,0.3227,0.3708,2,2
item,User Deception,risk,Inconsistent,0.1566,0.1544,0.139,0.1764,2,2
item,User Intent Alignment,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,User Intent Inference,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,User Invalidation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,User Pandering,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,"User Safety, Security, and Privacy",virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,User-Directed Fine-Tuning,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Valid Solution Paths,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Value Reinforcement,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Violative Request Evaluations,risk,Inconsistent,0.2265,0.0919,0.2,0.3875,1,2
item,Violence,risk,Inconsistent,0.2715,0.3971,0.1096,0.3078,4,10
item,Violence and Gore,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Violence And Self-Harm,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Violence Instructions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Violence or Extremism Content,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Violent Content,risk,Inconsistent,0.1566,0.1544,0.1875,0.1279,2,2
item,"Violent, Abusive, or Hateful Imagery",risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Violent Attack Planning,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Violent Crime,risk,Inconsistent,0.1367,0.1544,0.0,0.2556,2,2
item,Violent Extremism,risk,Inconsistent,0.1103,0.1544,0.0,0.1764,2,2
item,Violent Harmful Content,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Violent Hate Content,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Violent Illegal Activities,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Violent Outputs,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Vision Capability Risks,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Voice Cloning,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Voice Input Bias,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Vulnerability Detection,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Vulnerable Code Introduction,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Warmth and Naturalness,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Weapon-Making Guidance,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Wet Lab Capabilities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,WMD Proliferation,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
category,Abuse potential,risk,Consistent,0.5625,0.9706,0.0698,0.6471,8,32
category,Autonomy,risk,Consistent,0.6013,0.8125,0.154,0.8373,5,54
category,Bias,risk,Consistent,0.6062,0.9375,0.1192,0.7619,7,58
category,CBRN,risk,Consistent,0.6845,0.8125,0.4226,0.8185,5,57
category,Child Safety,risk,Consistent,0.5876,0.9706,0.2199,0.5723,8,32
category,Child Sexual Abuse,risk,Inconsistent,0.3739,0.5294,0.1345,0.458,4,19
category,Compliance,risk,Inconsistent,0.3009,0.4743,0.0985,0.3298,5,11
category,Copyright Infringement,risk,Inconsistent,0.3142,0.4743,0.0924,0.376,5,11
category,Cybersecurity,risk,Consistent,0.6207,1.0,0.152,0.7101,8,72
category,Data Destruction,risk,Inconsistent,0.2084,0.136,0.2,0.2892,1,5
category,Data curation,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
category,Deception,risk,Consistent,0.5318,1.0,0.0689,0.5266,8,49
category,Discriminatory Content,risk,Consistent,0.5338,0.7684,0.1459,0.6872,5,31
category,Encouraging Mental Illness,risk,Inconsistent,0.378,0.5147,0.1428,0.4766,4,18
category,Ethics,risk,Inconsistent,0.1659,0.0919,0.2,0.2057,1,2
category,Factuality,risk,Inconsistent,0.3073,0.4926,0.1122,0.317,6,8
category,Falsehoods,risk,Consistent,0.5307,0.8824,0.1073,0.6025,8,26
category,General,risk,Inconsistent,0.2709,0.4596,0.0507,0.3023,5,10
category,General Harms,risk,Consistent,0.5507,0.9081,0.075,0.669,7,32
category,Hallucinations,risk,Consistent,0.5575,0.9375,0.0788,0.6562,7,40
category,Harassment,risk,Inconsistent,0.4049,0.6507,0.0916,0.4725,5,23
category,Harmful Content,risk,Consistent,0.6761,1.0,0.2369,0.7916,8,78
category,Harmlessness,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
category,Historical revisionism,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Illegal Activities,risk,Consistent,0.5473,0.7868,0.1903,0.6649,6,28
category,Incoherence,risk,Inconsistent,0.1572,0.1838,0.046,0.2418,2,4
category,Incompleteness,risk,Inconsistent,0.194,0.3235,0.0231,0.2355,4,5
category,Jailbreaking,risk,Consistent,0.6169,1.0,0.1895,0.6613,8,59
category,Malicious Training,risk,Inconsistent,0.3432,0.4412,0.1305,0.4578,4,13
category,Misalignment,risk,Consistent,0.5069,0.8125,0.1238,0.5845,5,37
category,Misinformation,risk,Inconsistent,0.3012,0.3162,0.0339,0.5535,2,13
category,Misuse,risk,Inconsistent,0.3203,0.3971,0.1216,0.4421,4,10
category,Monopoly,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Multilingual incoherences,risk,Inconsistent,0.1751,0.1544,0.0,0.3708,2,2
category,Non-accredited Knowledge,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
category,Other: covert-channel-behavior,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Other: overreliance,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
category,Other: p-hacking,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Other: unhealthy emotional dependence,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Other: unsafe medical advice,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
category,Over-refusal,risk,Consistent,0.5684,0.7978,0.1734,0.7339,5,33
category,Overreliance,risk,Inconsistent,0.2084,0.136,0.2,0.2892,1,5
category,Personality,risk,Inconsistent,0.2209,0.1213,0.2,0.3414,1,4
category,Persuasion,risk,Inconsistent,0.393,0.5735,0.0946,0.5109,4,22
category,Political Bias,risk,Inconsistent,0.4187,0.4081,0.2526,0.5955,3,15
category,Privacy,risk,Consistent,0.6651,1.0,0.2373,0.758,8,55
category,Quality Loss,risk,Inconsistent,0.2989,0.364,0.0595,0.4734,3,12
category,Reasoning,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Representational Bias,risk,Inconsistent,0.2279,0.2757,0.0709,0.3371,3,6
category,Reward Hacking,risk,Inconsistent,0.4265,0.5772,0.2483,0.454,5,18
category,Safety,risk,Inconsistent,0.2392,0.3051,0.0679,0.3444,3,8
category,Sexual Content,risk,Consistent,0.5132,0.6912,0.2784,0.5698,4,30
category,Societal Risks,risk,Inconsistent,0.129,0.1544,0.1048,0.1279,2,2
category,Sycophancy,risk,Inconsistent,0.429,0.5,0.2182,0.5689,4,17
category,Toxicity,risk,Inconsistent,0.2677,0.3824,0.055,0.3658,4,9
category,Violent Content,risk,Consistent,0.4641,0.7279,0.172,0.4924,6,24
category,Violent imagery,risk,Inconsistent,0.1659,0.0919,0.2,0.2057,1,2
category,Anti-discrimination,virtue,Inconsistent,0.1874,0.2316,0.0,0.3306,3,3
category,Appropriate Harmlessness,virtue,Inconsistent,0.2262,0.261,0.0713,0.3463,3,5
category,Autonomy,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
category,Compliance,virtue,Inconsistent,0.2732,0.3971,0.0184,0.4043,4,10
category,Corrigibility,virtue,Inconsistent,0.142,0.1544,0.07,0.2014,2,2
category,Creativity,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Diversity,virtue,Inconsistent,0.1855,0.2316,0.071,0.2537,3,3
category,Ethics,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
category,Factuality,virtue,Inconsistent,0.3099,0.4743,0.0883,0.3671,5,11
