unit,company,name,kind,risk_or_virtue_constancy,risk_or_virtue_constancy_score,risk_virtue_definition_similarity,risk_virtue_document_recurrence,risk_virtue_temporal_persistence,distinct_documents,years
item,OpenAI,Biosecurity Knowledge,risk,Variable,0.3056,0.8421,0.1013,0.1667,2,2025
item,OpenAI,Bioweaponization,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2025
item,OpenAI,Blacklisted Resources Use,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Capability And Safety Improvement,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Capability Evaluations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Capability-Demonstration Gap,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Catastrophic Harm Prevention,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Causing Harm,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Centralized Monitoring Control,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Chain-of-Thought Control,virtue,Variable,0.3343,0.9354,0.1013,0.1667,2,2026
item,OpenAI,Chain-of-Thought Monitoring,virtue,Variable,0.3029,0.8333,0.1013,0.1667,2,2026
item,OpenAI,Cheating,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,CBRN,risk,Variable,0.2704,0.2953,0.2025,0.3333,4,2024 2025
item,OpenAI,CBRN Capabilities And Safeguards,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,CBRN Proliferation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Chemical Weapons,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Child Safety,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Child Sexual Abuse,risk,Variable,0.3192,0.2509,0.3038,0.5,6,2023 2025 2026
item,OpenAI,Civic Process Manipulation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Coherent Scheming,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Communications Surveillance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Concealing Unsafe Behavior,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Constraint Bypassing,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Content Moderation,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Content Policy Violations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Content Provenance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Control in Autonomous Settings,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Controversial Questions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Convincing Deepfakes,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Copyright And Trademark Infringement,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Correct Code Generation,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Correlated Errors,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Counterfactual Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Covert Actions,risk,Variable,0.3222,0.4103,0.2025,0.3333,4,2025 2026
item,OpenAI,Covert Deception,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Covert Encoding,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Covert Influence,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Credential Leaks,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2025
item,OpenAI,Criminal Advice,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Cruel Insults,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Custom Developer Message Jailbreaks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Cyber Capabilities,risk,Variable,0.1604,0.1475,0.1519,0.3333,3,2025 2026
item,OpenAI,Cyber Exploitation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Cyber Operations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Cyberattack Assistance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Cybersecurity,risk,Constant,0.5359,0.1909,1.0,0.5,22,2024 2025 2026
item,OpenAI,Cybersecurity Assistance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Cybersecurity Capabilities Increase,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Cybersecurity Taxonomy,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Dangerous Activities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Dangerous Advice,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Dangerous Planning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Data Destruction,risk,Variable,0.4343,0.854,0.1519,0.3333,3,2025 2026
item,OpenAI,Data Exfiltration,risk,Variable,0.3769,1.0,0.1013,0.3333,2,2025 2026
item,OpenAI,Data Memorization,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2019
item,OpenAI,Data Poisoning,risk,Variable,0.0997,0.0976,0.1013,0.3333,2,2024 2026
item,OpenAI,Data Quality Issues,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2019
item,OpenAI,Deception,risk,Variable,0.318,0.2481,0.3038,0.5,6,2024 2025 2026
item,OpenAI,Deception And Sabotage,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Deceptive Behavior,risk,Variable,0.1856,0.2124,0.1519,0.3333,3,2024 2026
item,OpenAI,Deceptive Alignment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Deceptive Chain Monitoring,risk,Variable,0.127,0.2606,0.1013,0.1667,2,2025
item,OpenAI,Deceptive Likeness Misuse,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Demographic Bias,risk,Variable,0.0697,0.0,0.1013,0.3333,2,2023 2024
item,OpenAI,Disallowed Content,risk,Constant,0.5152,0.2925,0.8101,0.5,16,2024 2025 2026
item,OpenAI,Disallowed Multimodal Input,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Disallowed Text-Image Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Discrimination Based on Protected Traits,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Dishonest Reporting,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Disinformation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Disinformation Campaigns,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Disparate Group Impacts,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Distraction,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Dual Use,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Dual-Use Cyber Behavior,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2026
item,OpenAI,Economic Inequality,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Economically Valuable Tasks,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Egregious Failures,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Election Influence Operations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Emotional Dependence,risk,Variable,0.1823,0.2041,0.1519,0.3333,3,2025 2026
item,OpenAI,Emotional Intelligence,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Emotional Reliance,risk,Variable,0.2906,0.3006,0.2532,0.3333,5,2025 2026
item,OpenAI,Emotional Support,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Employment Fraud,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Encoding,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Erotic Content,risk,Variable,0.309,0.1888,0.3544,0.5,7,2024 2025 2026
item,OpenAI,Erotic Violent Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Errors,risk,Variable,0.0837,0.1195,0.1013,0.1667,2,2025
item,OpenAI,Escalation Requests,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Evaluation Awareness,risk,Variable,0.0663,0.063,0.1013,0.1667,2,2025
item,OpenAI,Evasion,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Evasive Malicious PDFs,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Execution Errors,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Expert Planning Facilitation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Explicit Content,risk,Variable,0.122,0.1704,0.1013,0.3333,2,2022 2025
item,OpenAI,Expressing Uncertainty,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,External Red Teaming,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Extremist Content,risk,Variable,0.2961,0.2737,0.3038,0.3333,6,2025 2026
item,OpenAI,Extremist Support,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Fabrication,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Fact Discrimination,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Factual Hallucinations,risk,Variable,0.2008,0.4267,0.1013,0.3333,2,2025 2026
item,OpenAI,Factual Inaccuracies,risk,Variable,0.0697,0.0,0.1013,0.3333,2,2025 2026
item,OpenAI,Factuality,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Failures And Abuses,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Fairness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Fairness Evaluation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Faithfulness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,False Task Completion Claims,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Fraud And Abuse,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Frequent Hallucinations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Gain-of-Function Sequences,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Gender and Racial Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,General Risks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,General Autonomy,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Global Health,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Global Health Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Goal Misalignment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Goal Preservation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Gore,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Graphic Sexual Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Graphic Violence,risk,Variable,0.2459,0.5735,0.1013,0.3333,2,2023 2026
item,OpenAI,Group Representation Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Hallucinated Reasoning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Hallucinations,risk,Variable,0.3743,0.1371,0.6076,0.5,12,2024 2025 2026
item,OpenAI,Harassment,risk,Variable,0.3152,0.2419,0.3038,0.5,6,2023 2025 2026
item,OpenAI,Harm Minimization,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Harmful Content,risk,Variable,0.2034,0.0723,0.2025,0.5,4,2024 2025 2026
item,OpenAI,Harmful Actions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Harmful Advice,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Harmful Image Generation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Harmful Instructions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Harmful Outputs,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Harmful Stereotypes,risk,Constant,0.5268,0.865,0.2025,0.3333,4,2025 2026
item,OpenAI,Harmful Tasks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Harmful Task Assistance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Hate Content,risk,Variable,0.3043,0.3311,0.2532,0.3333,5,2025 2026
item,OpenAI,Hate Against Protected Groups,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Hate Speech,risk,Variable,0.0936,0.0778,0.1013,0.3333,2,2024 2026
item,OpenAI,Hateful Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Health Harms,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2025
item,OpenAI,Health And Safety,virtue,Constant,0.5321,0.8373,0.2532,0.3333,5,2025 2026
item,OpenAI,HealthBench Hallucinations,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2025
item,OpenAI,Helpfulness,virtue,Variable,0.0585,0.0377,0.1013,0.1667,2,2022
item,OpenAI,Hidden Agendas,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,High-Risk Activities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,High-Risk Dual-Use Biology,risk,Variable,0.2769,0.7487,0.1013,0.1667,2,2025
item,OpenAI,High-Severity Harms,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,High-Severity Cyber Assistance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Historical Revisionism,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Honesty,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Honesty and Humility,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Human Misuse,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Human Feedback,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Human Rights Conflicts,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Humanity Harm,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Illegal Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Illegal Activities,risk,Variable,0.1926,0.0831,0.2532,0.3333,5,2025 2026
item,OpenAI,Illegal Assistance,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Illicit Activity Instructions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Illicit Violence,risk,Variable,0.0697,0.0,0.1013,0.3333,2,2025 2026
item,OpenAI,Image Generation Risks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Image Inputs,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2025
item,OpenAI,Imitative Falsehoods,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Imminent Real-World Harm,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Impossible Facts,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Improved Monitorability,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Inaccurate Outputs,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Inclusiveness And Representativeness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Incoherence,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Indirect Prompt Injection,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Individualized Propaganda,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Influence Operations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Information Hazards,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Infringing Output,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Insecure Code Generation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Instruction Hierarchy,virtue,Variable,0.4252,0.9048,0.1519,0.1667,3,2025
item,OpenAI,Instruction-Following Failures,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Internal Deployment Misalignment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Internal Misalignment Deployment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Internal Policy Violations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Interpretable Circuits,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Intervention Degradation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Iranian Influence Operations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Jailbreaks,risk,Constant,0.6023,0.2644,1.0,0.6667,23,2023 2024 2025 2026
item,OpenAI,Judgmental Harassment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Judgmental Tone,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Labor Market Disruption,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Likeness Generation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Logical Incoherence,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Long-Range Autonomy,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Low-Risk Dual-Use Biology,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Low-Risk Dual-Use Cyber Behavior,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2026
item,OpenAI,Malicious Actions,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2026
item,OpenAI,Malicious Code Generation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Malicious Fine-Tuning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Malicious Intent,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Malicious Side Tasks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Malicious Use,risk,Variable,0.0948,0.0816,0.1013,0.3333,2,2023 2024
item,OpenAI,Malware Generation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,"Malware, Credential Theft, Exploitation",risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Manipulative Persuasion,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Mass Manipulation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Mental Health,risk,Variable,0.3863,0.8043,0.1519,0.1667,3,2026
item,OpenAI,Mental Health Crises,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Mental Health Encouragement,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Mental Illness Encouragement,risk,Variable,0.156,0.1361,0.1519,0.3333,3,2025 2026
item,OpenAI,Minority Opinion Empowerment,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Misaligned Behavior,risk,Variable,0.0896,0.0648,0.1013,0.3333,2,2025 2026
item,OpenAI,Misaligned AI,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Misaligned Goals,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Misalignment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Misinformation-Prone Images,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Misleading Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Misleading Users or Developers,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Model Autonomy,risk,Variable,0.2601,0.1543,0.3544,0.3333,7,2024 2025
item,OpenAI,Model Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Model Training,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Model Training on User Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Model Weight Theft,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Monitorability,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Monitorability Degradation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Multilingual Jailbreaks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Non-Violent Illegal Activities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Non-Violent Illegal Activity,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Non-Violent Illicit Activities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Nonviolent Illegal Activities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Nonviolent Illegal Activity,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Novel Chemical-Biological Weapons,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Novel Pathogen Creation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Novice Uplift,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Nuclear Threat Creation,risk,Variable,0.2794,0.4544,0.1519,0.3333,3,2024 2025
item,OpenAI,Nuclear and Radiological,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Obfuscated Chain-of-Thought,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Obfuscated Reward Hacking,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Objective by Default,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Objective Overconfidence,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Offensive Cyber Capabilities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Offensive Cyber Operations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Offensive Cybersecurity,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Open-Weight Abuse Risk,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Operational Manipulation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Operator Deception,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Out-of-Context Goals,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Output Diversity,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Over-Refusal,risk,Variable,0.2956,0.0803,0.4557,0.5,9,2023 2024 2025
item,OpenAI,Over-Reliance,risk,Variable,0.0854,0.051,0.1013,0.3333,2,2023 2024
item,OpenAI,Oversight Sabotage,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,P-Hacking,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Participation Washing,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Person Identification,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Personal Data,risk,Variable,0.0469,0.0,0.1013,0.1667,2,2025
item,OpenAI,Personal Data Exposure,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Personal Information,risk,Variable,0.1932,0.402,0.1013,0.3333,2,2025 2026
item,OpenAI,Personalized Assistants,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Personally Identifiable Information,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Persuasion,risk,Variable,0.3203,0.2486,0.4051,0.3333,8,2024 2025
item,OpenAI,Pig Butchering Scams,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Policy Violations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Policy Compliance,virtue,Variable,0.0469,0.0,0.1013,0.1667,2,2025
item,OpenAI,Policy Gray Areas,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Policy Or Legal Violations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Policy-Violating Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Policy-Violating Conversations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Political Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Political Bias,risk,Variable,0.1953,0.0542,0.2025,0.5,4,2023 2025 2026
item,OpenAI,Political Expression,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Political Favoritism,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Political Manipulation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Political Neutrality,virtue,Variable,0.1906,0.0439,0.2025,0.5,4,2023 2024 2026
item,OpenAI,Political Refusals,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Power Concentration,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Privacy,risk,Variable,0.2608,0.0863,0.2532,0.6667,5,2023 2024 2025 2026
item,OpenAI,Privacy and Data Security,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Privacy Protection,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Problem Solving,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Professional Advice,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Prohibited Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Prompt Injection,risk,Constant,0.4504,0.188,0.7595,0.5,15,2024 2025 2026
item,OpenAI,Prompt Protection,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Protect User Changes,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Protected Attributes Use,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
